Recording timestamp [ms];Computer timestamp [ms];Sensor;Project name;Export date;Participant name;Recording name;Recording date;Recording date UTC;Recording start time;Recording start time UTC;Recording duration [ms];Timeline name;Recording Fixation filter name;Recording software version;Recording resolution height [px];Recording resolution width [px];Recording monitor latency [ms];Average calibration accuracy [mm];Average calibration precision SD [mm];Average calibration precision RMS [mm];Average calibration accuracy [°];Average calibration precision SD [°];Average calibration precision RMS [°];Average calibration accuracy [px];Average calibration precision SD [px];Average calibration precision RMS [px];Average validation accuracy [mm];Average validation precision SD [mm];Average validation precision RMS [mm];Average validation accuracy [°];Average validation precision SD [°];Average validation precision RMS [°];Average validation accuracy [px];Average validation precision SD [px];Average validation precision RMS [px];Eyetracker timestamp [μs];Event;Event value;Gaze point X [DACS px];Gaze point Y [DACS px];Gaze point left X [DACS px];Gaze point left Y [DACS px];Gaze point right X [DACS px];Gaze point right Y [DACS px];Gaze direction left X [DACS norm];Gaze direction left Y [DACS norm];Gaze direction left Z [DACS norm];Gaze direction right X [DACS norm];Gaze direction right Y [DACS norm];Gaze direction right Z [DACS norm];Pupil diameter left [mm];Pupil diameter right [mm];Pupil diameter filtered [mm];Validity left;Validity right;Eye position left X [DACS mm];Eye position left Y [DACS mm];Eye position left Z [DACS mm];Eye position right X [DACS mm];Eye position right Y [DACS mm];Eye position right Z [DACS mm];Gaze point left X [DACS mm];Gaze point left Y [DACS mm];Gaze point right X [DACS mm];Gaze point right Y [DACS mm];Gaze point X [MCS norm];Gaze point Y [MCS norm];Gaze point left X [MCS norm];Gaze point left Y [MCS norm];Gaze point right X [MCS norm];Gaze point right Y [MCS norm];Presented Stimulus name;Presented Media name;Presented Media width [px];Presented Media height [px];Presented Media position X [DACS px];Presented Media position Y [DACS px];Original Media width [px];Original Media height [px];Eye movement type;Eye movement event duration [ms];Eye movement type index;Fixation point X [DACS px];Fixation point Y [DACS px];Fixation point X [MCS norm];Fixation point Y [MCS norm];Ungrouped;Client area position X [px];Client area position Y [px];Viewport position X [px];Viewport position Y [px];Viewport width [px];Viewport height [px];Full page width [px];Full page height [px];Mouse position X [DACS px];Mouse position Y [DACS px]
1797;1626835453;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614439291;;;1384;173;1344;159;1423;187;0,15869;-0,40338;-0,90117;0,11265;-0,39054;-0,91367;3,813;3,84;3,828;Valid;Valid;280,4;320,5;602,7;335,8;313,7;593,8;386,5;50,7;409;59,9;;;;;;;Eyetracker Calibration;;;;;;;;Saccade;33;14;;;;;;;;;;;;;;;
1831;1626835487;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614473169;;;1400;152;1350;144;1449;161;0,15979;-0,40724;-0,89924;0,12228;-0,39894;-0,90879;3,816;3,804;3,809;Valid;Valid;280,5;320,3;606,1;336,3;313,5;597,1;388,2;45,8;416,7;51,4;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;83;5;1397;154;;;;;;;;;;;;;
1847;1626835503;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614489211;;;1403;157;1365;146;1440;168;0,16596;-0,40558;-0,89887;0,11828;-0,39603;-0,91059;3,769;3,781;3,775;Valid;Valid;280,6;320,2;606,2;336,5;313,5;597,3;392,6;46,7;414,1;53,8;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;83;5;1397;154;;;;;;;;;;;;;
1880;1626835537;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614523089;;;1388;153;1342;142;1433;164;0,15576;-0,4075;-0,89982;0,11475;-0,3976;-0,91036;3,707;3,714;3,711;Valid;Valid;280,8;320,1;606,6;336,7;313,5;597,7;385,8;45,4;412,1;52,4;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;83;5;1397;154;;;;;;;;;;;;;
1896;1626835553;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614539131;;;1398;152;1351;129;1444;176;0,15884;-0,41198;-0,89724;0,11924;-0,39178;-0,9123;3,685;3,675;3,68;Valid;Valid;280,9;320;607,3;336,9;313,3;598,5;388,4;41,1;415,2;56,3;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;83;5;1397;154;;;;;;;;;;;;;
1946;1626835603;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614589051;;;985;420;918;445;1052;395;-0,02633;-0,28133;-0,95925;-0,05437;-0,29851;-0,95286;3,509;3,488;3,499;Valid;Valid;280,6;320,3;607,8;336,5;313,8;598,9;263,9;142,1;302,3;126,1;;;;;;;Eyetracker Calibration;;;;;;;;Saccade;33;15;;;;;;;;;;;;;;;
1996;1626835653;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614638971;;;971;452;927;459;1014;445;-0,02252;-0,27516;-0,96114;-0,07235;-0,27504;-0,95871;3,456;3,472;3,464;Valid;Valid;280,8;320,3;607,1;336,7;313,9;598,4;266,6;146,5;291,6;142,2;;;;;;;Eyetracker Calibration;;;;;;;;Saccade;33;16;;;;;;;;;;;;;;;
2046;1626835703;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614688891;;;975;435;921;439;1029;430;-0,02566;-0,2845;-0,95833;-0,06589;-0,28248;-0,95701;3,401;3,422;3,411;Valid;Valid;281;320,3;606,7;336,9;314;598;264,8;140,2;295,7;137,5;;;;;;;Eyetracker Calibration;;;;;;;;Unclassified;33;9;;;;;;;;;;;;;;;
2096;1626835753;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614738811;;;990;599;920;596;1060;601;-0,02694;-0,20963;-0,97741;-0,05307;-0,19988;-0,97838;3,366;3,335;3,355;Valid;Valid;281,3;320,5;606,6;337,1;314,3;598;264,6;190,4;304,7;192,1;;;;;;;Eyetracker Calibration;;;;;;;;Unclassified;16;10;;;;;;;;;;;;;;;
2146;1626835803;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614788731;;;1004;604;947;616;1062;592;-0,01483;-0,19989;-0,97971;-0,05225;-0,2049;-0,97739;3,342;3,361;3,342;Valid;Valid;281,4;320,5;606,2;337,2;314,4;597,6;272,3;196,8;305,3;189,1;;;;;;;Eyetracker Calibration;;;;;;;;Saccade;33;17;;;;;;;;;;;;;;;
2196;1626835853;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614838651;;;999;598;941;605;1057;592;-0,01741;-0,20578;-0,97844;-0,05446;-0,20523;-0,9772;3,337;3,339;3,346;Valid;Valid;281,4;320,7;605,7;337,2;314,5;597,2;270,7;193,3;303,9;189;;;;;;;Eyetracker Calibration;;;;;;;;Unclassified;33;11;;;;;;;;;;;;;;;
2246;1626835903;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614888571;;;975;575;910;558;1040;593;-0,0318;-0,22881;-0,97295;-0,06213;-0,20472;-0,97685;3,371;3,385;3,378;Valid;Valid;281,3;320,8;605,8;337,1;314,5;597,3;261,5;178,3;299,1;189,3;;;;;;;Eyetracker Calibration;;;;;;;;Saccade;33;18;;;;;;;;;;;;;;;
2280;1626835937;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614922449;;;978;580;931;586;1025;575;-0,02158;-0,21592;-0,97617;-0,06874;-0,21394;-0,97443;3,399;3,393;3,396;Valid;Valid;281,2;320,9;605;336,9;314,6;596,4;267,8;187,1;294,8;183,7;;;;;;;Eyetracker Calibration;;;;;;;;Saccade;33;19;;;;;;;;;;;;;;;
2296;1626835953;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614938491;;;968;556;925;566;1012;546;-0,02429;-0,22546;-0,97395;-0,07487;-0,22828;-0,97071;3,42;3,415;3,418;Valid;Valid;281,1;320,9;604,8;336,8;314,6;596,3;266;180,9;290,8;174,4;;;;;;;Eyetracker Calibration;;;;;;;;Saccade;33;19;;;;;;;;;;;;;;;
2346;1626836003;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6614988411;;;969;578;914;570;1024;587;-0,02908;-0,22372;-0,97422;-0,06893;-0,20809;-0,97568;3,435;3,442;3,438;Valid;Valid;280,9;320,9;604,4;336,6;314,5;595,9;262,8;182,1;294,5;187,4;;;;;;;Eyetracker Calibration;;;;;;;;Saccade;33;20;;;;;;;;;;;;;;;
2396;1626836052;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6615038331;;;964;569;907;565;1021;573;-0,03231;-0,22609;-0,97357;-0,07009;-0,21529;-0,97403;3,455;3,476;3,465;Valid;Valid;280,7;320,9;604;336,4;314,5;595,5;260,6;180,6;293,6;182,9;;;;;;;Eyetracker Calibration;;;;;;;;Unclassified;33;12;;;;;;;;;;;;;;;
2446;1626836102;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6615088251;;;964;567;913;574;1015;560;-0,02903;-0,22226;-0,97455;-0,07252;-0,22182;-0,97239;3,484;3,513;3,496;Valid;Valid;280,5;320,9;603,4;336,3;314,7;595;262,6;183,3;291,9;179;;;;;;;Eyetracker Calibration;;;;;;;;Saccade;33;21;;;;;;;;;;;;;;;
2496;1626836152;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6615138171;;;959;574;917;590;1000;559;-0,02698;-0,21435;-0,97638;-0,07941;-0,22246;-0,9717;3,51;3,483;3,51;Valid;Valid;280,4;321;603,8;336,3;314,7;595,3;263,7;188,4;287,6;178,4;;;;;;;Eyetracker Calibration;;;;;;;;Saccade;33;22;;;;;;;;;;;;;;;
2545;1626836202;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6615188091;;;959;560;899;564;1020;556;-0,0354;-0,22692;-0,97327;-0,07044;-0,22405;-0,97203;3,529;3,556;3,542;Valid;Valid;280,3;320,9;603,6;336,2;314,7;595,2;258,4;180,1;293,1;177,5;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;183;6;987;560;;;;;;;;;;;;;
2595;1626836252;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6615238011;;;956;569;899;578;1012;561;-0,03529;-0,22047;-0,97476;-0,07385;-0,22158;-0,97234;3,543;3,601;3,572;Valid;Valid;280,3;320,9;602,7;336,2;314,7;594,3;258,5;184,5;291;179,3;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;183;6;987;560;;;;;;;;;;;;;
2645;1626836302;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6615287931;;;962;566;905;579;1019;552;-0,03237;-0,22024;-0,97491;-0,07079;-0,22652;-0,97143;3,625;3,644;3,633;Valid;Valid;280,3;321;602,3;336,2;314,9;593,9;260,3;185;292,9;176,4;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;183;6;987;560;;;;;;;;;;;;;
2695;1626836352;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6615337851;;;965;566;915;583;1014;549;-0,02792;-0,21896;-0,97533;-0,07332;-0,22852;-0,97077;3,667;3,67;3,669;Valid;Valid;280,3;321,3;601,3;336,3;315,1;592,9;263,1;186,3;291,5;175,5;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;183;6;987;560;;;;;;;;;;;;;
2745;1626836402;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6615387771;;;989;560;920;578;1057;541;-0,02535;-0,22185;-0,97475;-0,05287;-0,23297;-0,97105;3,707;3,803;3,736;Valid;Valid;280,2;321,5;601,1;336,2;315,1;592,7;264,6;184,7;304;172,9;;;;;;;Eyetracker Calibration;;;;;;;;Unclassified;33;13;;;;;;;;;;;;;;;
2795;1626836452;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6615437691;;;968;565;910;575;1027;556;-0,02909;-0,22397;-0,97416;-0,0667;-0,22507;-0,97206;3,709;3,735;3,725;Valid;Valid;279,6;321,8;601,3;335,8;314,9;592,7;261,7;183,5;295,2;177,7;;;;;;;Eyetracker Calibration;;;;;;;;Saccade;33;23;;;;;;;;;;;;;;;
2845;1626836502;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6615487611;;;964;553;906;573;1022;534;-0,0292;-0,22463;-0,97401;-0,067;-0,2356;-0,96954;3,745;3,759;3,752;Valid;Valid;278,4;321,6;600,6;334,8;314,3;592;260,4;183,1;293,9;170,4;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;133;7;989;547;;;;;;;;;;;;;
2895;1626836552;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6615537531;;;964;571;906;588;1021;554;-0,02643;-0,21599;-0,97604;-0,06516;-0,22359;-0,9725;3,763;3,784;3,773;Valid;Valid;276,7;320,6;599,4;333,3;312,9;590,6;260,5;188;293,7;177,1;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;133;7;989;547;;;;;;;;;;;;;
2945;1626836602;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6615587451;;;960;550;919;559;1001;541;-0,01701;-0,22851;-0,97339;-0,07219;-0,22775;-0,97104;3,785;3,812;3,798;Valid;Valid;274,8;319;598,3;331,5;311,2;589,5;264,3;178,5;287,7;172,9;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;133;7;989;547;;;;;;;;;;;;;
2979;1626836635;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6615621329;;;966;550;921;582;1012;518;-0,01438;-0,21563;-0,97637;-0,06514;-0,23827;-0,96901;3,834;3,857;3,846;Valid;Valid;273,7;318;597,5;330,4;310,1;588,7;264,9;186;290,8;165,4;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;100;8;992;555;;;;;;;;;;;;;
2995;1626836652;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6615637371;;;974;559;935;582;1013;536;-0,00606;-0,2149;-0,97662;-0,06322;-0,22844;-0,9715;3,856;3,885;3,87;Valid;Valid;272,5;317,3;596,5;329,4;309,4;587,9;268,8;186;291,1;171,1;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;100;8;992;555;;;;;;;;;;;;;
3045;1626836701;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6615687291;;;958;558;918;585;999;530;-0,00861;-0,21228;-0,97717;-0,06526;-0,22986;-0,97103;3,915;3,962;3,938;Valid;Valid;269,2;315,6;592,9;326,4;307,9;584,6;264;186,8;287,1;169,5;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;100;8;992;555;;;;;;;;;;;;;
3079;1626836735;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6615721169;;;983;554;939;571;1027;537;0,00435;-0,21755;-0,97604;-0,04886;-0,22519;-0,97309;4,003;3,992;3,998;Valid;Valid;267,3;314;591,1;324,5;306,5;583;269,9;182,3;295,2;171,5;;;;;;;Eyetracker Calibration;;;;;;;;Saccade;17;24;;;;;;;;;;;;;;;
3161;1626836818;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6615803620;;;1001;533;991;505;1011;562;0,04578;-0,24418;-0,96865;-0,04178;-0,20374;-0,97813;4,311;4,349;4,33;Valid;Valid;257,2;308,8;585,6;315,2;299,9;578,4;284,9;161,2;290,5;179,4;;;;;;;Eyetracker Calibration;;;;;;;;Unclassified;17;15;;;;;;;;;;;;;;;
3211;1626836868;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6615853586;;;1011;522;995;522;1027;521;0,06395;-0,23283;-0,97041;-0,01838;-0,21944;-0,97545;4,475;4,484;4,48;Valid;Valid;247,6;307;585,1;306,2;296,8;578,7;286,2;166,6;295,3;166,6;;;;;;;Eyetracker Calibration;;;;;;;;Unclassified;17;16;;;;;;;;;;;;;;;
3361;1626837018;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6616003493;;;1047;468;1019;472;1075;464;0,12936;-0,24463;-0,96095;0,05761;-0,23118;-0,9712;4,698;4,684;4,691;Valid;Valid;214,8;298,8;581,8;274,8;285,9;578,4;293,1;150,7;309,1;148,2;;;;;;;Eyetracker Calibration;;;;;;;;Unclassified;17;17;;;;;;;;;;;;;;;
3660;1626837317;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6616302999;;;1073;403;1110;399;1037;407;0,21185;-0,22872;-0,95016;0,07482;-0,20936;-0,97497;5,008;4,998;5,003;Valid;Valid;191,1;265,7;574,6;254,1;253,2;573,3;319,2;127,4;298,1;130,1;;;;;;;Eyetracker Calibration;;;;;;;;Unclassified;34;18;;;;;;;;;;;;;;;
3694;1626837350;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6616336261;;;1001;438;987;455;1016;421;0,15023;-0,20587;-0,96698;0,05929;-0,20504;-0,97696;4,779;4,866;4,822;Valid;Valid;196,4;265;561,5;257,8;252,8;563,2;283,6;145,4;292;134,6;;;;;;;Eyetracker Calibration;;;;;;;;Saccade;16;25;;;;;;;;;;;;;;;
3710;1626837367;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6616352868;;;997;447;982;459;1013;435;0,14635;-0,20474;-0,96781;0,05543;-0,19995;-0,97824;4,76;4,82;4,79;Valid;Valid;197,8;264,8;558,5;259,7;253;557,4;282,2;146,7;291,3;139,1;;;;;;;Eyetracker Calibration;;;;;;;;Unclassified;34;19;;;;;;;;;;;;;;;
3727;1626837384;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6616370079;;;993;457;976;470;1010;445;0,1397;-0,20107;-0,96956;0,04989;-0,19774;-0,97898;4,716;4,761;4,739;Valid;Valid;201;264,5;551,7;262,3;253,3;550,6;280,5;150,1;290,3;142;;;;;;;Eyetracker Calibration;;;;;;;;Unclassified;34;19;;;;;;;;;;;;;;;
3744;1626837400;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6616386171;;;978;485;966;498;991;472;0,12948;-0,19021;-0,97317;0,03577;-0,18719;-0,98167;4,612;4,661;4,637;Valid;Valid;205,7;264,7;540,5;265,2;254;541,2;277,6;159;284,9;150,8;;;;;;;Eyetracker Calibration;;;;;;;;Saccade;16;26;;;;;;;;;;;;;;;
3760;1626837417;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6616402729;;;976;500;960;509;991;490;0,12446;-0,18557;-0,97472;0,03231;-0,18033;-0,98308;4,587;4,601;4,594;Valid;Valid;207,7;264,8;536,1;267,4;254,5;534,7;276,1;162,7;285;156,5;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;316;9;974;530;;;;;;;;;;;;;
3777;1626837434;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6616419898;;;977;506;964;517;989;495;0,12151;-0,18342;-0,9755;0,02636;-0,18017;-0,98328;4,529;4,545;4,537;Valid;Valid;211;264,7;530;270,3;254,9;528,4;277,1;165,1;284,4;158,1;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;316;9;974;530;;;;;;;;;;;;;
