Recording timestamp [ms];Computer timestamp [ms];Sensor;Project name;Export date;Participant name;Recording name;Recording date;Recording date UTC;Recording start time;Recording start time UTC;Recording duration [ms];Timeline name;Recording Fixation filter name;Recording software version;Recording resolution height [px];Recording resolution width [px];Recording monitor latency [ms];Average calibration accuracy [mm];Average calibration precision SD [mm];Average calibration precision RMS [mm];Average calibration accuracy [°];Average calibration precision SD [°];Average calibration precision RMS [°];Average calibration accuracy [px];Average calibration precision SD [px];Average calibration precision RMS [px];Average validation accuracy [mm];Average validation precision SD [mm];Average validation precision RMS [mm];Average validation accuracy [°];Average validation precision SD [°];Average validation precision RMS [°];Average validation accuracy [px];Average validation precision SD [px];Average validation precision RMS [px];Eyetracker timestamp [μs];Event;Event value;Gaze point X [DACS px];Gaze point Y [DACS px];Gaze point left X [DACS px];Gaze point left Y [DACS px];Gaze point right X [DACS px];Gaze point right Y [DACS px];Gaze direction left X [DACS norm];Gaze direction left Y [DACS norm];Gaze direction left Z [DACS norm];Gaze direction right X [DACS norm];Gaze direction right Y [DACS norm];Gaze direction right Z [DACS norm];Pupil diameter left [mm];Pupil diameter right [mm];Pupil diameter filtered [mm];Validity left;Validity right;Eye position left X [DACS mm];Eye position left Y [DACS mm];Eye position left Z [DACS mm];Eye position right X [DACS mm];Eye position right Y [DACS mm];Eye position right Z [DACS mm];Gaze point left X [DACS mm];Gaze point left Y [DACS mm];Gaze point right X [DACS mm];Gaze point right Y [DACS mm];Gaze point X [MCS norm];Gaze point Y [MCS norm];Gaze point left X [MCS norm];Gaze point left Y [MCS norm];Gaze point right X [MCS norm];Gaze point right Y [MCS norm];Presented Stimulus name;Presented Media name;Presented Media width [px];Presented Media height [px];Presented Media position X [DACS px];Presented Media position Y [DACS px];Original Media width [px];Original Media height [px];Eye movement type;Eye movement event duration [ms];Eye movement type index;Fixation point X [DACS px];Fixation point Y [DACS px];Fixation point X [MCS norm];Fixation point Y [MCS norm];Ungrouped;Client area position X [px];Client area position Y [px];Viewport position X [px];Viewport position Y [px];Viewport width [px];Viewport height [px];Full page width [px];Full page height [px];Mouse position X [DACS px];Mouse position Y [DACS px]
63168;1626896825;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6675810951;;;586;352;589;347;584;357;-0,24129;-0,27272;-0,93135;-0,35519;-0,25543;-0,89922;3,496;3,519;3,507;Valid;Valid;286,5;243,3;452,8;344,1;240,5;445,9;169,2;110,7;168;113,9;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63199;1626896855;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6675841095;;;589;371;588;371;590;371;-0,24279;-0,25811;-0,93511;-0,35308;-0,24713;-0,90236;3,524;3,557;3,514;Valid;Valid;286,5;243,4;452,7;344,1;240,6;445,9;169;118,4;169,6;118,4;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63229;1626896886;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6675871417;;;590;358;586;355;593;360;-0,24331;-0,26896;-0,93191;-0,35084;-0,25476;-0,90112;3,509;3,542;3,52;Valid;Valid;286,4;243,7;451,7;343,8;240,9;444,9;168,5;113,3;170,6;115,1;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63259;1626896916;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6675901331;;;586;367;589;369;583;366;-0,24275;-0,26155;-0,93417;-0,35673;-0,25208;-0,89956;3,514;3,493;3,533;Valid;Valid;286,3;244;450,5;343,6;241,2;443,8;169,2;117,9;167,6;116,9;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63289;1626896946;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6675931829;;;594;366;595;369;593;362;-0,23884;-0,26184;-0,93509;-0,35105;-0,25513;-0,90093;3,549;3,526;3,533;Valid;Valid;286,2;244,1;450,4;343,4;241,3;443,6;171,2;118;170,6;115,6;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63319;1626896976;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6675961917;;;591;371;585;367;596;376;-0,2446;-0,2642;-0,93294;-0,35072;-0,2478;-0,9031;3,545;3,579;3,534;Valid;Valid;286,1;244,4;449,4;343,2;241,6;442,6;168,3;117,2;171,3;120,1;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63350;1626897007;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6675992221;;;592;370;588;367;596;373;-0,24328;-0,26495;-0,93307;-0,35026;-0,25038;-0,90257;3,54;3,525;3,562;Valid;Valid;286;244,6;449;343,1;241,7;442,2;168,9;117,1;171,5;119,1;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63380;1626897037;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676022291;;;597;381;589;388;605;374;-0,24356;-0,25159;-0,93669;-0,34593;-0,25014;-0,9043;3,543;3,58;3,563;Valid;Valid;286;244,6;449;343;241,7;442,2;169,2;124;173,8;119,4;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63410;1626897067;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676052444;;;590;371;590;371;590;371;-0,24209;-0,26296;-0,93394;-0,35315;-0,25169;-0,90108;3,555;3,588;3,568;Valid;Valid;285,9;244,7;448,7;342,9;241,8;441,9;169,6;118,4;169,7;118,4;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63440;1626897097;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676082942;;;593;374;589;378;597;370;-0,24254;-0,25817;-0,93516;-0,34961;-0,25226;-0,90229;3,549;3,594;3,575;Valid;Valid;285,8;244,6;449;342,8;241,7;442,1;169,4;120,7;171,5;118,1;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63470;1626897127;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676112750;;;595;369;590;372;601;367;-0,24171;-0,2612;-0,93453;-0,34693;-0,25328;-0,90304;3,585;3,605;3,594;Valid;Valid;285,8;244,4;449,7;342,9;241,5;442,8;169,5;118,7;172,8;117,3;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63501;1626897157;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676143096;;;589;367;589;365;589;369;-0,24177;-0,26451;-0,93358;-0,35287;-0,25101;-0,90137;3,582;3,611;3,598;Valid;Valid;285,8;244,3;450;342,9;241,4;443,2;169,2;116,7;169,4;118;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63531;1626897188;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676173231;;;592;374;585;371;599;376;-0,24348;-0,26007;-0,93439;-0,34815;-0,2464;-0,90448;3,607;3,649;3,619;Valid;Valid;285,8;244;450,8;343;241,1;444;168,3;118,5;172,2;120,2;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63561;1626897218;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676203480;;;585;371;586;372;585;371;-0,24361;-0,25986;-0,93441;-0,35522;-0,24913;-0,90097;3,588;3,662;3,635;Valid;Valid;285,8;244;450,6;343,1;241,1;443,8;168,3;118,7;168,1;118,4;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63591;1626897248;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676233632;;;594;382;590;385;598;379;-0,24147;-0,25169;-0,9372;-0,34909;-0,24473;-0,90457;3,608;3,671;3,639;Valid;Valid;285,8;243,9;450,5;343;241,1;443,7;169,8;123;171,8;121,1;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63621;1626897278;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676263873;;;590;376;589;379;591;373;-0,24173;-0,25474;-0,93631;-0,35192;-0,24741;-0,90274;3,635;3,669;3,647;Valid;Valid;285,8;243,8;450,9;343,1;240,9;444,1;169,4;121,1;170;119,2;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63652;1626897308;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676294044;;;584;372;585;369;584;376;-0,24371;-0,2609;-0,9341;-0,35598;-0,24527;-0,90173;3,622;3,699;3,661;Valid;Valid;285,8;243,7;450,9;343,2;240,9;444,1;168,2;117,8;167,8;120,1;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63682;1626897339;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676324275;;;585;369;588;366;581;372;-0,24162;-0,26255;-0,93418;-0,35731;-0,24749;-0,9006;3,642;3,711;3,67;Valid;Valid;285,9;243,7;451,2;343,2;240,8;444,4;169,2;116,9;166,9;118,7;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63712;1626897369;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676354427;;;585;373;585;382;585;363;-0,24412;-0,25219;-0,93638;-0,35462;-0,25223;-0,90035;3,656;3,687;3,68;Valid;Valid;285,9;243,5;451,5;343,3;240,7;444,7;168,2;121,9;168,2;116,1;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63742;1626897399;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676384773;;;589;366;587;369;591;363;-0,24217;-0,25995;-0,93476;-0,35137;-0,25231;-0,9016;3,667;3,704;3,689;Valid;Valid;285,9;243,4;451,9;343,4;240,5;445,1;168,9;117,7;169,9;116;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63772;1626897429;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676414830;;;588;368;586;373;591;364;-0,24327;-0,25711;-0,93526;-0,35177;-0,25151;-0,90167;3,671;3,72;3,695;Valid;Valid;286;243,3;452;343,5;240,5;445,2;168,4;119,1;169,8;116,3;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63803;1626897459;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676445080;;;591;370;594;377;589;364;-0,23846;-0,25452;-0,93721;-0,35276;-0,25102;-0,90141;3,683;3,734;3,709;Valid;Valid;286,1;243,2;452,6;343,6;240,4;445,8;170,9;120,3;169,2;116,2;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63833;1626897490;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676475233;;;586;371;587;376;584;366;-0,24263;-0,25458;-0,93612;-0,35505;-0,249;-0,90108;3,697;3,764;3,715;Valid;Valid;286,2;243,2;452,9;343,8;240,3;446,1;168,8;120;168;117,1;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63863;1626897520;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676505481;;;579;359;582;356;576;363;-0,24458;-0,26626;-0,93236;-0,35902;-0,25031;-0,89914;3,709;3,77;3,721;Valid;Valid;286,3;243,1;453,4;344;240,3;446,5;167,3;113,6;165,7;115,9;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63893;1626897550;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676535634;;;576;364;577;364;576;364;-0,24781;-0,26029;-0,93319;-0,35908;-0,24902;-0,89947;3,731;3,717;3,747;Valid;Valid;286,4;242,9;454,2;344,2;240,1;447,3;165,8;116,2;165,6;116,2;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63923;1626897580;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676565884;;;585;373;583;377;587;369;-0,24485;-0,25244;-0,93612;-0,35406;-0,24631;-0,90221;3,741;3,73;3,755;Valid;Valid;286,5;242,9;454,2;344,3;240;447,5;167,7;120,4;168,7;117,9;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63954;1626897611;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676596239;;;583;360;577;354;590;365;-0,24813;-0,26659;-0,93132;-0,35263;-0,24946;-0,9019;3,755;3,794;3,772;Valid;Valid;286,6;243,1;453,5;344,3;240,3;446,7;165,8;113,2;169,7;116,7;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
63984;1626897641;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676626392;;;582;362;583;368;581;356;-0,24548;-0,25848;-0,93431;-0,35701;-0,25498;-0,89863;3,766;3,79;3,78;Valid;Valid;286,8;243;453,5;344,4;240,3;446,5;167,6;117,6;167;113,6;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
64014;1626897671;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676656641;;;573;359;581;359;566;359;-0,24651;-0,26338;-0,93266;-0,36504;-0,25206;-0,89622;3,781;3,834;3,804;Valid;Valid;286,9;242,9;453,7;344,6;240,2;446,8;167;114,8;162,6;114,5;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
64044;1626897701;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676686794;;;581;361;587;360;574;362;-0,24329;-0,26236;-0,9338;-0,361;-0,25011;-0,8984;3,811;3,827;3,822;Valid;Valid;287;242,7;454;344,7;240;447;168,7;115,2;165,1;115,5;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
64075;1626897731;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676717043;;;575;358;587;355;564;361;-0,24294;-0,26506;-0,93312;-0,36626;-0,24897;-0,89659;3,809;3,859;3,835;Valid;Valid;287,1;242,4;454,2;344,7;239,6;447,3;168,8;113,3;162;115,4;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
64105;1626897762;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676747196;;;581;367;590;372;572;361;-0,24206;-0,25461;-0,93626;-0,36186;-0,24902;-0,89836;3,812;3,861;3,836;Valid;Valid;287;242,2;453,7;344,5;239,3;446,8;169,7;118,8;164,6;115,4;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
64135;1626897792;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676777464;;;580;365;593;367;568;364;-0,24066;-0,25777;-0,93576;-0,36443;-0,24699;-0,89788;3,826;3,861;3,843;Valid;Valid;286,9;242;453;344,2;238,8;446,1;170,4;117,2;163,2;116,1;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
64165;1626897822;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676807562;;;599;372;595;376;602;368;-0,23958;-0,25145;-0,93775;-0,34678;-0,24439;-0,90555;3,837;4,13;3,854;Valid;Valid;286,8;241,5;453,1;344;238;446,3;171,1;120,1;173,1;117,6;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
64195;1626897852;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676837917;;;580;368;588;371;572;364;-0,24298;-0,25331;-0,93637;-0,36204;-0,24387;-0,8997;3,829;3,879;3,854;Valid;Valid;286,8;241,1;453,4;343,9;237,4;446,3;169,2;118,4;164,4;116,4;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
64225;1626897882;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676867991;;;589;378;594;373;584;382;-0,24021;-0,25131;-0,93763;-0,35672;-0,23198;-0,90495;3,863;3,988;3,854;Valid;Valid;286,8;240,7;453,4;343,8;236,6;446,3;170,6;119,2;167,9;122,2;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
64256;1626897913;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676898356;;;594;373;590;373;597;373;-0,2423;-0,25044;-0,93732;-0,34959;-0,238;-0,90617;3,829;3,847;3,838;Valid;Valid;286,9;240,4;453,3;343,7;236,2;446;169,7;119,3;171,7;119;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
64286;1626897943;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676928431;;;579;383;586;392;572;374;-0,24573;-0,23719;-0,93987;-0,36246;-0,2347;-0,90196;3,795;3,827;3,817;Valid;Valid;287;239,9;453,7;343,9;235,5;446,2;168,4;125,4;164,6;119,4;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
64316;1626897973;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676958767;;;585;378;589;383;580;373;-0,24348;-0,24217;-0,93919;-0,35856;-0,23411;-0,90367;3,806;3,806;3,814;Valid;Valid;287,2;239,3;454,3;344,1;234,8;446,7;169,5;122,2;166,9;119,1;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
64346;1626898003;Eye Tracker;pilot_study;1/9/2026;ab***;Recording7;12/12/2025;12/12/2025;10:02:52.855;03:02:52.855;148388;Timeline1;Tobii I-VT (Fixation);25.19.1151;1080;1920;10;18,1;;;2,2;;;63;;;18,8;2,7;3,4;2,29;0,33;0,42;65;9;12;6676988883;;;582;373;585;373;579;373;-0,2459;-0,24685;-0,93734;-0,35945;-0,23217;-0,90382;3,78;3,828;3,811;Valid;Valid;287,5;238,8;454,8;344,3;234,1;447,1;168,2;119;166,5;119,3;;;;;;;Eyetracker Calibration;;;;;;;;Fixation;3142;127;583;369;;;;;;;;;;;;;
